-143.57153931857098,-59.19826296828328
-143.6265836174045,-59.685475338563386
-143.681627916238,-60.17268770884349
-143.70706406432396,-60.63678808282514
-143.72484939387215,-61.69619828476429
-143.7441563390152,-61.75050561955103
-143.7300659054143,-62.46511990576531
-143.7439148140192,-63.08805480948562
-143.75246082406434,-63.13624611293101
-143.68915684862756,-63.49021477858275
-143.6160454914189,-63.928653049700515
-143.5646159503706,-64.32525097358614
-143.3519176158674,-65.11150092673664
-143.1301093070256,-65.7494962034101
-143.11235883289078,-65.82166110204854
-142.9082478205975,-66.44993753102592
-142.62535040582395,-67.06773273715889
-142.6098431632,-67.10868677754436
-142.34553439213127,-67.76671460663626
-142.25554223277692,-67.97090966628026
-142.06032288850253,-68.39205355928115
-141.89604262451502,-68.83797262912415
-141.58278668451348,-69.50998383984764
-141.5179935113597,-69.6468319485395
-141.28879169507724,-70.06177698580964
-140.9785314222966,-70.81292328606294
-140.91441209613726,-70.94301535389077
-140.65522050836617,-71.38072265905318
-140.4702151011125,-71.85085922555685
-140.2641027176525,-72.28058721236765
-140.05474489485803,-72.70407221796324
-139.8585350028636,-73.1481754514905
-139.65565996797613,-73.58001016157031
-139.3729477935077,-74.27128204750602
-139.29467340442247,-74.4447199639437
-139.12104808054798,-74.82996510430594
-138.78143712170692,-75.49543937559255
-138.5388091771394,-76.08493306020107
-138.5345202663696,-76.11588040810727
-138.26267685725088,-76.77426121908462
-138.1608490021189,-76.9735913667902
-137.92549202573298,-77.41003141915049
-137.73073670053725,-77.87996382972287
-137.5158870215768,-78.29302229288095
-137.1805425762599,-79.08773898693673
-136.899676864539,-79.63190693667299
-136.90994207186088,-79.64484973753355
-136.77345953077224,-79.96119484743248
-136.31607079149964,-80.80029976693417
-136.33642650667346,-80.81232370983632
-136.1050171559363,-81.24577833419119
-135.6397844511997,-81.91818666226105
-135.64385198239316,-81.9490816790891
-135.0945729695265,-82.41595434859545
-134.87515134905675,-82.54754686144838
-134.45132261892894,-82.79367943462012
-134.08925003547438,-83.06840743871007
-133.63707596189224,-83.26238464162633
