-128.60636179705133,-78.79843744635765
-128.63227764208466,-78.79926013053388
-128.44864206309845,-78.68347719611923
-128.072641667597,-78.41691006446568
-127.69205582413977,-78.18482213395758
-127.32253678853463,-77.95323201410916
-126.40495554664362,-77.42352607537134
-126.39480160553838,-77.4357971590717
-126.1228127070657,-77.27098430125696
-125.70807613787605,-77.0067352819081
-125.3574794075,-76.77906884668458
-124.74759091103003,-76.36670302825702
-124.20091203426375,-76.05057425028762
-124.17713818707601,-76.05974765012253
-123.61001416698195,-75.71564942794822
-123.4466076178546,-75.6231718230759
-123.11603980260871,-75.39264792393139
-122.65197185473312,-75.13546703519438
-122.25755522887877,-74.90046603763933
-121.36863214346829,-74.33769659523038
-121.35896151305947,-74.34994435122029
-121.10609674868141,-74.19618785956446
-120.6825194949611,-73.93161249465255
-120.30893641588467,-73.71961967735439
-119.66395692911803,-73.31649915879133
-119.13164923707026,-72.99757097040985
-119.11964587372715,-72.9757701285089
-118.72700564304363,-72.73766405123354
-118.36850835759911,-72.50691518135191
-118.01862347027318,-72.2783880579101
-117.57036305045273,-72.03222192970425
-116.86708800815423,-71.60745105640576
-116.31837692812836,-71.29604310778572
-116.32344601269371,-71.28156825483693
-115.98807174412345,-71.07759134029763
-115.26447879204412,-70.58990438068541
-115.23131117524034,-70.59603555522534
-114.84716207043599,-70.375628882829
-114.08188598566494,-69.89557305473467
-114.05175961783428,-69.91983168412341
-113.71864696461203,-69.6961890447276
-113.32008995045527,-69.46008381249834
-112.86154607072851,-69.2179892733107
-112.5214138129746,-68.96611785231222
-111.78823297229235,-68.51662182805683
-111.74873448607309,-68.47662977195597
-111.31383920892038,-68.23462521335635
-110.93381498645135,-67.99358793519654
-110.61584718092426,-67.7662121333287
-110.14822238045502,-67.46688888070854
-109.73646477493823,-67.23720021631487
-108.96089055281296,-66.75228571392839
-108.96788258360687,-66.73750490740859
-108.63324640604078,-66.54748754278651
-107.81357129918823,-66.09037118077472
-107.80242983055096,-66.09737372039096
-107.46117037614306,-65.89153894395577
-107.00718670882229,-65.6038690503769
-106.6886135190398,-65.3860393086205
-105.96724120706402,-64.97440341974932
-105.82875622908095,-64.87213039430833
-105.6078527642531,-64.71012558088373
-105.30845900903323,-64.49123589169946
-105.15239083434108,-64.04651800106637
-105.19930436469032,-63.362343198071336
-105.40336343889372,-62.96957827974573
-105.75440255081803,-62.17462395960822
-105.79455033922234,-62.160527333670316
-105.97572017013236,-61.74876054570902
-106.17485620509427,-61.335441471636095
-106.53238634471703,-60.50304158342706
-106.56441088457703,-60.511288885207854
-106.72910137999078,-60.10187174347326
-107.06112032109574,-59.375041666805586
-107.08726129724288,-59.34064450850478
-107.29781345714018,-58.88680701495988
-107.5080122566784,-58.46908422223929
-107.72272546317726,-58.059793143648484
-107.95538783029775,-57.60712743627584
-108.12231132212864,-57.259506542311044
-108.59938383561598,-56.35551015213701
-108.58535451962183,-56.33869413665774
-108.86845724592057,-55.785818718887164
-109.16239035886854,-55.16764512514587
-109.19665293696143,-55.15111299881525
-109.38362382950305,-54.781586600516086
-109.70481404310954,-54.019765658332545
